numero_dpe;cout_total_5_usages_energie_n1;cout_chauffage_energie_n1;cout_ecs_energie_n1;cout_total_5_usages_energie_n2;cout_chauffage_energie_n2;cout_ecs_energie_n2;cout_total_5_usages energie_n3;cout_chauffage_energie_n3;cout_ecs_energie_n3;cout_total_5_usages;cout_chauffage;cout_ecs;cout_refroidissement;cout_eclairage;cout_auxiliaires
2238N0779116W;434.8;266.6;168.2;142.3;0;0;;;;491.5;266.6;168.2;0;133.4;8.9
2138N0346796D;497.8;249.3;248.5;188.5;0;5.5;;;;583.8;249.3;254;0;137.3;45.8
2238N1124760W;393.9;167.1;226.8;61.3;3.8;3.8;;;;455.2;170.9;230.6;0;26;27.7
2138N0895908V;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2138N0894533Y;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N0354045Z;443;231;116;;;;;;;443;231;116;0;37;13
2238N0526178M;374.1;214.7;159.3;107.6;0;0;;;;413.9;214.7;159.3;0;107.6;0
2238N0986323J;506.8;250.7;191.7;506.8;250.7;191.7;;;;506.8;250.7;191.7;0;52.7;11.7
2438N2039608K;684;471;108;;;;;;;684;471;108;0;61;22
2238N1395126O;398.1;166.7;170.5;398.1;166.7;170.5;;;;398.1;166.7;170.5;0;37.1;23.8
2338N0728512P;490.1;308.3;181.7;198.3;0;0;;;;566.7;308.3;181.7;0;187.3;11
2238N2640303Z;544.3;335.6;208.7;185.8;0;0;;;;612.4;335.6;208.7;0;185.8;0
2438N1106574M;517;245;112;;;;;;;517;245;112;79;48;14
2338N3869302F;467.9;187.4;280.5;85.6;8.2;0;;;;499.7;195.6;280.5;0;52.8;24.6
2238N0614457V;593;429;164;85;6;3;;;;678;435;167;0;54;3
2138N0314703U;547.6;182.4;318.4;547.6;182.4;318.4;;;;547.6;182.4;318.4;0;28;18.7
2138N0894503U;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N1932730Q;585.9;407.6;178.3;159.1;6.5;2.7;;;;648.8;414.1;181;0;149.9;0
2338N2415302D;217.1;88.5;128.6;175.1;0;0;;;;279.2;88.5;128.6;0;155.6;19.5
2238N2327812C;635;439;106;;;;;;;635;439;106;0;53;10
2138N0574995A;526.7;289.9;236.7;246.5;53.2;60.5;;;;699.5;343.1;297.3;0;118;14.8
2338N1032644Z;191.4;96.5;95;52;2.5;1.8;;;;243.4;99;96.8;0;35.9;11.7
2438N1156634W;525.1;315.1;210.1;229.6;10;5.5;;;;619.1;325.1;215.5;0;191.6;22.5
2138N0333442N;;;;;;;;;;;;;;;
"Bâtiment C""";;;;;;;;;;;;;;;
2338N1561622H;491.8;273.6;156.8;;;;;;;491.8;273.6;156.8;0;44.1;17.4
2238N0438964C;275.2;139.5;135.7;156.2;0;0;;;;330.5;139.5;135.7;0;138.9;17.4
2238N0992240Y;646.7;463.2;122.3;;;;;;;646.7;463.2;122.3;0;35;26.2
2338N1213731W;208.9;90.6;118.3;132.3;0;0;;;;254.3;90.6;118.3;0;119;13.2
2238N0370265V;488;306;104;;;;;;;488;306;104;0;44;16
2238N0900851Z;160.1;79.3;80.8;66.3;0;0;;;;187;79.3;80.8;0;49.7;16.6
2138N0565663C;337;183.4;153.6;51.1;0;0;;;;360;183.4;153.6;0;48.1;3
2338N1191243Y;668.5;295.9;221.1;668.5;295.9;221.1;;;;668.5;295.9;221.1;0;60.4;91.2
2338N0790928F;203.7;0;203.7;298.4;210.9;0;;;;445.7;210.9;203.8;0;68;19.4
2238N0772476M;400.3;400.3;0;155;0;0;;;;463.8;400.3;0;0;145.9;9.1
2438N2221074W;534.8;375;159.8;202.5;0;0;;;;612.1;375;159.8;0;191.9;10.7
2338N1032617Y;175.5;78;97.6;54.2;2;1.9;;;;229.7;80;99.4;0;37.9;12.4
2338N3375712Z;429;235;122;;;;;;;429;235;122;0;46;9
2438N0892362O;448.1;306.8;91.7;;;;;;;448.1;306.8;91.7;0;39.2;10.5
2338N1680706L;;;;;;;;;;;;;;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;;;;;;;;;;;;;;
2338N2465946Z;146.5;0;146.5;454.6;331.9;0.8;;;;575.8;331.9;147.3;0;113.8;8.1
2438N2152789N;295.2;141.8;153.4;167.6;0;0;;;;353.1;141.8;153.4;0;127.7;39.9
2438N1522034S;495;209;206;;;;;;;495;209;206;0;60;20
2338N1402191I;628;440;114;;;;;;;628;440;114;0;42;11
2338N2088139Y;317.9;72.9;244.9;110.4;0;2.1;;;;360.1;72.9;247;0;90.3;18.1
2338N3466098J;644;316;269;;;;;;;644;316;269;0;50;9
2238N2332983Z;669.7;459.5;210.2;308.3;102.3;5.7;;;;849.5;561.8;215.9;0;200.3;0
2138N0753141U;568.6;272.1;296.5;199.2;3;2.5;;;;648;275.1;298.9;0;173.3;20.4
2438N1770869H;533.4;324.3;144.2;;;;;;;533.4;324.3;144.2;0;45.6;19.2
2238N1477978E;524;335;129;;;;;;;524;335;129;0;44;0
2238N0375228S;418;248;110;;;;;;;418;248;110;0;39;7
2238N0772468E;399.3;399.3;0;155.8;0;0;;;;463.1;399.3;0;0;146.6;9.2
2238N0580674M;606.2;446.4;159.8;133.9;0;0;;;;657.2;446.4;159.8;0;125.5;8.4
2338N3292543E;328.4;108.3;104.3;;;;;;;250.4;108.3;104.3;0;95.4;20.4
2338N0734330J;998.7;684.9;212.1;;;;;;;998.7;684.9;212.1;0;66.3;35.4
2238N1253812K;380.4;221.4;159;147;18.3;2.4;;;;453.7;239.7;161.4;0;118.5;7.9
2338N1120286V;693;446.1;166.1;;;;;;;693;446.1;166.1;0;45.5;35.3
2238N0408310C;372.9;174.3;198.6;159.4;24.8;5.2;;;;460.4;199.2;203.8;0;129.4;0
2338N3546873C;341.9;157.7;184.2;193.6;0;0;;;;406.5;157.7;184.2;0;164.6;29
2238N1146604A;627.1;361.5;265.6;282.2;0;0;;;;731.3;361.5;265.6;0;218.1;64.1
2238N2298434E;380.8;198.3;182.4;106.3;0;0;;;;418.4;198.3;182.4;0;94.5;11.8
2138N0753137Q;483.5;214.7;268.7;154;2.4;2.2;;;;545.1;217.1;270.9;0;133.6;15.7
2338N2547696F;464.4;290.3;111.3;;;;;;;464.4;290.3;111.3;0;41.1;21.8
2138N0772405S;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2238N3100562G;578.4;353;0;257.2;39;218.3;;;;835.7;392;218.3;0;76.2;149.2
2338N0858474D;634;461;173;105;29;3;;;;739;490;176;0;51;3
2338N0952213M;264.6;135.4;129.2;231.4;0;0;;;;335.5;135.4;129.2;0;150.9;80.5
2438N1584472E;409.6;201.9;147.6;409.6;201.9;147.6;;;;409.6;201.9;147.6;0;48;12
2238N2810047P;431.2;195.9;235.3;158.2;0;0;;;;485.8;195.9;235.3;0;129.5;28.8
2438N2152750A;275.5;105.3;170.3;195.5;0;0;;;;342.1;105.3;170.3;0;136;59.5
2238N0947455L;636.1;460.5;118.7;;;;;;;636.1;460.5;118.7;0;35.6;21.4
2238N0446444U;378.9;178.7;200.2;188.4;25.1;4.5;;;;454.6;203.8;204.8;0;158.8;0
2138N0753127G;484.8;209.6;275.2;164.3;2.3;2.3;;;;550.3;211.9;277.5;0;142.9;16.8
2238N1018417T;269;91.4;177.6;116.4;0;0;;;;309.5;91.4;177.6;0;93.1;23.3
2438N1026132O;570;372;117;;;;;;;570;372;117;0;43;0
2438N2097528C;630.3;263.8;326.8;;;;;;;630.3;263.8;326.8;0;14.8;24.9
2238N3134680M;476.7;296.5;114;;;;;;;476.7;296.5;114;0;46.8;19.4
2438N3183434S;477.9;246.4;231.5;66.7;0;0;;;;544.7;246.4;231.5;0;51.9;14.8
2438N0211132K;231;75.1;155.9;232.3;0;0;;;;409.4;75.1;155.9;0;188.1;44.3
2238N3025144O;385.1;208.1;138.5;385.1;208.1;138.5;;;;385.1;208.1;138.5;0;27.3;11.2
2238N3115380E;209.1;208;1.1;243.5;12.5;231;115.8;3.6;0;505.1;224.1;232.2;0;99.7;12.5
2238N0773804O;571.7;336.6;235.1;245.9;0;0;;;;657.7;336.6;235.1;0;174.2;71.7
2238N1642129R;786.7;508;278.8;323.5;0;0;;;;921.6;508;278.8;0;323.5;0
2238N0961873Z;289;289;0;365;5;251;;;;654;294;251;0;44;0
2238N2597570K;553;290.6;262.3;236.7;0;0;;;;637.5;290.6;262.4;0;154.8;81.9
2238N3118575B;203.6;202.5;1.1;258.2;12.3;245.9;120.5;3.5;0;515.3;218.3;247;0;104.7;12.3
2238N1780855H;427;261;92;;;;;;;427;261;92;0;37;22
2138N0301570R;661.7;424.4;237.3;82.9;11;7.2;;;;760.7;435.4;244.5;0;64.7;0
2238N2597552S;345.6;108.8;236.8;175;0;0;;;;408.1;108.8;236.8;0;114.4;60.6
2238N2892663D;6790;3710;3080;1221;0;0;;;;8011;3710;3080;0;916;61
2138N0636283G;480;287;128;;;;;;;480;287;128;0;40;5
2438N2262957T;516.2;269.4;191.6;516.2;269.4;191.6;;;;516.2;269.4;191.6;0;44.7;10.5
2238N2855422U;247.5;111.8;135.7;163.6;0;0;;;;304.5;111.8;135.7;0;139.1;24.5
2238N3108925X;78.1;78.1;0;404.2;210.8;148;;;;482.4;288.9;148;0;31;14.4
2438N0229062A;709.3;511.7;197.6;425.5;0;0;;;;845.4;511.6;197.6;0;264.1;161.4
2338N1631213W;531.8;339.4;139;;;;;;;531.8;339.4;139;0;37.4;16
2473N1236958P;;;;;;;;;;;;;;;
"38000 Grenoble""";;;;;;;;;;;;;;;
2374N3186233S;589.1;304.4;284.7;90.5;2.2;1;;;;679.6;306.6;285.7;0;45.8;41.5
2238N0737963B;217.2;108.1;109.1;230.5;63.8;0;;;;339.1;171.9;109.2;0;120;46.7
2338N1213746L;295.6;128.2;167.4;187.2;0;0;;;;359.9;128.1;167.4;0;168.5;18.7
2438N2319132I;152.3;152.3;0;46.2;0.6;4.9;;;;198.6;152.9;4.9;0;24.4;16.3
2238N0407771J;662.4;432.6;229.8;286.2;60.8;5.2;;;;792.2;493.3;235;0;220.3;0
2469N0481692T;507.2;269.5;186.9;;;;;;;507.2;269.5;186.9;0;34.5;16.3
2338N4047125O;614;394;144;;;;;;;614;394;144;0;53;0
2438N2098217P;559;273.3;204.1;559;273.3;204.1;;;;559;273.3;204.1;0;47.1;34.5
2338N2605973Q;672.9;365.3;307.6;207.4;51.5;0;;;;778.7;416.8;307.6;0;116.9;39
2338N3958823I;212.5;125.3;87.2;148.3;0;0;;;;290.4;125.3;87.2;0;139.1;9.3
2238N1644950E;683.9;374.8;246;683.9;374.8;246;;;;683.9;374.8;246;0;37.8;25.2
2338N3958856P;232.3;152.6;79.7;113.6;0;0;;;;292;152.6;79.7;0;106.5;7.1
2238N0446458I;280.3;113.5;166.8;118.2;15.9;3.8;;;;328.5;129.4;170.6;0;98.5;0
2338N2485219G;530;304;149;;;;;;;530;304;149;0;47;12
2238N0449474I;509.6;296.7;212.9;170.9;0;0;;;;569.7;296.7;212.9;0;152.9;18
2238N0543061V;487;295.8;191.2;177.9;0;0;;;;552.9;295.8;191.2;0;177.9;0
2338N2465767C;202.7;0;202.7;181.9;92.1;0.7;;;;364.4;92.1;203.4;0;83.1;5.9
2238N1217531Z;454.6;114.1;0.7;186.4;44.1;142.3;;;;641;158.3;143;117;121.2;101.5
2438N1584484Q;409.6;201.9;147.6;409.6;201.9;147.6;;;;409.6;201.9;147.6;0;48;12
2438N0279593N;379;229.1;149.9;69.4;15.8;2.8;;;;448.4;244.9;152.7;0;39.5;11.4
2238N3043403V;632;459;108;;;;;;;632;459;108;0;44;8
2238N3118663L;104.2;103.8;0.5;146.4;6.6;139.9;60.7;2;0;278.6;112.4;140.3;0;51;7.7
2238N0367926W;420;191;141;;;;;;;420;191;141;0;36;26
2238N1217294W;231.2;51.4;179.8;402.2;141.9;1;;;;633.3;193.2;180.8;89.3;92.6;77.5
2254N3067557L;643.2;472;171.2;210.4;0;0;;;;726.7;472;171.3;0;199.3;11.1
2238N0978614W;119.7;0;119.7;302.9;107.4;0;;;;350;107.4;119.7;15.6;161.9;18
2138N0383682V;573.3;306.8;195.2;;;;;;;573.3;306.8;195.2;0;46.5;24.8
2338N0641533G;483;325;101;;;;;;;483;325;101;0;34;6
2438N2098982A;358.9;149.7;165.8;358.9;149.7;165.8;;;;358.9;149.7;165.8;0;24;19.5
2238N2729977Z;662.5;114.9;467.3;;;;;;;611.6;114.9;467.3;0;80.3;0
2238N0077313L;158;158;0;393;216;118;;;;551;374;118;0;42;0
2238N2265242O;149.5;4.4;145.2;199.4;67.2;0;;;;275.7;71.6;145.2;0;100.5;31.7
2338N2564936H;161;79.3;81.6;100.2;0;0;;;;196.5;79.3;81.6;0;89.1;11.1
2238N0131366K;423.7;242;181.7;177.6;0;0;;;;484.2;242;181.7;0;150.9;26.6
2238N0147022O;12191;5799;4547;;;;;;;12191;5799;4547;0;1054;330
2338N4194648N;288.2;288.2;0;616.1;9.4;414.4;;;;762.8;297.5;414.5;0;192.3;0
2238N0212715F;603.9;415.8;119.7;;;;;;;577.7;415.8;119.7;0;41.7;0.5
2138N0753198Z;485.5;216.8;268.7;154;2.4;2.2;;;;547.1;219.1;270.9;0;133.6;15.7
2338N3511905E;517.5;349.3;168.1;118.2;53.9;4.3;;;;635.7;403.2;172.5;0;40;20
2338N3190341I;;;;;;;;;;;;;;;
"174 rue des Charbonnières""";;;;;;;1258809.4;;;;;;;;
2338N4094649K;436.3;187.2;249.1;61.6;13.6;1;;;;497.9;200.8;250.1;0;30.1;16.9
2238N0733431T;149.4;149.4;0;318.5;88.2;0;;;;317.7;237.6;0;0;165.8;64.5
2138N0113285Y;1146.8;831.4;200.4;;;;;;;1104;831.4;200.4;0;71.5;0.8
2138N0346859O;431.4;213;218.3;134.4;0;4.8;;;;493.2;213.1;223.1;0;97.2;32.4
2138N0147301G;683.9;444.7;161.7;;;;;;;683.9;444.7;161.7;0;53.9;23.6
2238N3118740K;144.2;143.5;0.6;202.5;9.1;193.4;83.9;2.8;0;385.3;155.4;194;0;70.6;10.6
2338N3420093Y;684;461;137;;;;;;;684;461;137;27;46;0
2338N2088009Y;330.3;84.7;245.6;111;0;2.1;;;;372.7;84.7;247.6;0;90.7;18.1
2238N1466142Y;151.4;110.6;0;151.4;110.6;0;;;;151.4;110.6;0;0;27.2;13.6
2238N0438722U;5709;2989;2720;1148;0;0;;;;6857;2989;2720;0;835;104
2338N2582020J;279;279;0;326;76;188;;;;605;355;188;0;45;0
2338N3869390P;559.9;248.4;311.4;101;10.8;0;;;;595.4;259.3;311.4;0;62.7;27.4
2238N2628516Q;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2338N0728474D;372.5;223.9;148.6;115.4;0;0;;;;417.1;223.9;148.6;0;109;6.4
2238N2809919R;457.1;220.6;236.5;160.7;0;0;;;;512.6;220.6;236.5;0;131.5;29.2
2338N3901932F;498.2;240.1;258.1;184;0;0;;;;564.1;240.1;258.1;0;162.3;21.6
2238N0415430Y;346.5;346.5;0;515.9;38.7;136.8;;;;657.3;385.2;136.8;0;214.3;126.1
2238N1635040A;334.9;144;190.9;116.2;0;0;;;;391.6;144;190.9;0;116.2;0
2138N0923641M;391.8;209.9;181.8;105.5;0;0;;;;432.6;209.9;181.8;0;105.5;0
2238N3112611R;154.8;154.2;0.6;81.4;2.7;0;;;;191;156.9;0.6;0;64.8;13.9
2338N1706857G;494.1;270.6;223.5;100.7;20.3;0.9;;;;594.7;290.9;224.4;0;50.1;29.3
2138N0755950V;349.8;123.7;185.4;349.8;123.7;185.4;;;;349.8;123.7;185.4;0;22.6;18.1
2438N1136544E;;;;;;;;;;;;;;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;;;;;;1323368.4;;;;;;;;
2338N2982558R;437;225.6;114.2;;;;;;;437;225.6;114.2;0;42.8;54.3
2338N1365208X;518.8;335.3;109.1;;;;;;;518.8;335.3;109.1;0;47.9;26.6
2238N3227141R;4333;2780;1553;540;41;21;;;;4873;2821;1574;0;374;0
2238N1182451T;258.9;110.1;148.7;195.9;0;0;;;;334.6;110.1;148.7;0;185;10.9
2338N0187050D;;;;;;;;;;;;;;;
"Chemin de Louvarou""";;;;;;;;;;;;;;;
2138N0581758D;700;425;164;;;;;;;700;425;164;0;80;9
2338N0308687M;642.8;448.3;118.7;;;;;;;642.8;448.3;118.7;0;49.4;26.4
2238N2298658U;450;316;99;;;;;;;450;316;99;0;35;0
2238N0868307H;;;;;;;;;;;;;;;
"N°B""";;;;;;;;;;;;;;;
2438N1111768G;363.8;172.5;191.3;204.7;0;0;;;;435.6;172.5;191.3;0;145;59.7
2438N3637652Q;585.1;307.1;278;90.3;17.5;3.3;0;0;0;675.4;324.5;281.3;0;56.2;13.3
2338N0790985K;220.5;0;220.5;291.8;181.5;0;;;;442.9;181.5;220.5;0;85.8;24.5
2338N3974969I;15411;8129;7282;3008;0;0;;;;18419;8129;7282;0;2082;463
2138N0773527W;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2238N0579064O;448.8;261.2;187.6;243.5;64.6;0;;;;592.6;325.8;187.6;0;178.9;0
2138N0609188D;515.7;317.1;198.6;185.3;0;0;;;;582.1;317.1;198.6;0;174.4;10.9
2238N0327154S;293.9;95.8;198.1;179.2;1;1.7;;;;391;96.8;199.7;0;110.3;66.2
2338N3727186F;704.8;530;85.9;;;;;;;704.8;530;85.9;0;61.2;27.7
2138N0581625A;718;476;158;;;;;;;718;476;158;0;45;12
2238N1560365X;742;423;235;;;;;;;742;423;235;0;64;20
2238N0965282C;484.2;112.4;152.1;;;;;;;476.4;112.4;152.1;0;205.1;14.6
2238N2049158Q;690.4;503.7;102.2;;;;;;;690.4;503.7;102.2;0;56.4;28.2
2338N3578016X;410.3;231.5;178.8;206.2;5.3;2.6;;;;486.6;236.8;181.4;0;160.5;37.8
2338N1301232H;742;482;187;;;;;;;742;482;187;0;48;11
2338N2165709K;688.3;429.9;178.5;688.3;429.9;178.5;;;;688.3;429.9;178.5;0;54.4;25.6
2438N1585713X;;;;;;;;;;;;;;;
"LOT 3""";;;;;;;;;;;;;;;
2238N0580660Y;279;139.2;139.8;96;0;0;;;;315.6;139.2;139.8;0;90;6
2338N0886057A;475.6;300.2;175.4;170.7;0;0;;;;533.4;300.1;175.4;0;151.8;19
2238N3114723X;141.3;140.5;0.8;164.5;8.4;156.1;78.2;2.4;0;341.2;151.4;156.8;0;67.4;8.4
2338N0906308X;255.4;150.6;104.8;99.9;2.3;1.7;;;;370.7;152.9;106.5;0;80.8;15.1
2238N2506915R;401.3;228.5;172.8;165.9;0;0;;;;471.1;228.5;172.8;0;157.6;8.3
2338N1906198F;416.7;224.3;192.4;150;0;0;;;;465.3;224.3;192.4;0;141.2;8.8
2238N0263629L;;;;;;;;;;;;;;;
"Lieu-dit Grande Piéce""";;;;;;;;;;;;;;;
2138N0648654B;2829;1511;1318;430;30;30;;;;3259;1541;1348;0;266;15
2438N0355141F;236.6;96.8;139.8;156.7;7.3;0;;;;283.1;104.1;139.8;0;86.2;63.2
2438N1482754Y;331.8;152.9;178.9;105.5;0;0;;;;369.4;152.9;178.9;0;76.7;28.8
2238N1702025J;457;299;158;68;6;3;;;;525;305;161;0;40;3
2238N1554498G;436;274;96;;;;;;;436;274;96;0;38;8
2338N2564943O;202.1;99.6;102.5;125.9;0;0;;;;246.7;99.6;102.5;0;111.9;14
2338N2564524L;290.8;105.5;185.3;126.2;0;0;;;;335.1;105.5;185.3;0;119.5;6.6
2238N3118761F;235.2;234.2;1;330.4;14.8;315.6;137;4.5;0;628.5;253.5;316.6;0;115.1;17.3
2238N0814183P;424;261;102;;;;;;;424;261;102;0;34;9
2238N3111600U;514;308;206;98;6;3;;;;612;314;209;0;58;6
2338N0681378T;712;509;203;104;8;4;;;;816;517;207;0;61;12
2438N0990144K;266.9;126.2;140.7;108.5;0;0;;;;304.7;126.2;140.7;0;97.6;10.8
2338N3015959I;;;;;;;;;;;;;;;
"Lieu dit en Gollay""";;;;;;;;;;;;;;;
2238N0863813L;;;;;;;;;;;;;;;
"Rue Marguerite Rozand""";;;;;;;1209309.7;;;;;;;;
2238N0149074M;396;212;118;;;;;;;396;212;118;0;42;5
2238N1061067D;593.5;431;162.5;330.3;101.3;0;;;;784.5;532.3;162.5;0;183.2;45.8
2438N0753820A;468.6;280.5;188.1;213;20.9;2.4;;;;587.4;301.4;190.6;0;179.6;10
2138N0931288P;662;382;209;;;;;;;662;382;209;0;52;19
2238N0565573R;;;;;;;;;;;;;;;
"Rue Auguste Delaune""";;;;;;;1365980;;;;;;;;
2238N1518898A;499;341;158;70;6;3;;;;569;347;161;0;40;5
2238N0761052C;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;1220654.8;;;;;;;;
2438N3184381D;373.7;164.8;208.9;49.4;0;0;;;;423.1;164.8;208.9;0;37.9;11.5
2438N2126746W;482;253;151;;;;;;;482;253;151;0;47;6
2338N4134625Y;492;261;125;;;;;;;492;261;125;52;36;0
2338N2154336Z;600;432;168;162;21;12;;;;762;453;180;0;54;50
2238N2998673L;5638;3153;2485;627;50;50;;;;6265;3203;2535;0;427;0
2238N2625788S;520;280;97;;;;;;;520;280;97;67;46;15
2338N1744808X;572;396;124;;;;;;;572;396;124;0;38;0
2238N1469140G;682;423;259;326;231;0;;;;1008;654;259;13;53;3
2438N2217890K;329.1;147.3;181.8;166;0;0;;;;385.8;147.3;181.8;0;166;0
2438N1578399P;543;372;95;;;;;;;543;372;95;0;52;6
2338N1395105U;559.5;353;101.4;;;;;;;559.5;353;101.4;0;60.1;45.1
2238N3117681R;209.6;208.7;0.9;247.1;13.3;233.8;112.9;4.5;0;508.3;226.5;234.7;0;92.9;15.5
2238N2467708S;281.1;137.9;143.3;118.1;13.9;0;;;;334.2;151.8;143.3;0;98;6.1
2138N0333465K;;;;;;;;;;;;;;;
"Bâtiment C""";;;;;;;;;;;;;;;
2338N3160393M;441;245;128;;;;;;;441;245;128;0;43;7
2238N0547127F;315.4;157.6;157.8;99;0;0;;;;350.9;157.6;157.8;0;99;0
2338N0502772H;517;344;119;;;;;;;517;344;119;0;35;0
2238N0402720C;155.5;0;155.5;492.5;333.4;1.6;;;;608.7;333.4;157.1;28.1;129.4;0
2238N0650674U;108.1;108.1;0;230.5;63.8;0;;;;229.9;171.9;0;0;120;46.7
2338N0085866L;675;495;111;;;;;;;675;495;111;0;44;11
2338N1036247O;420.1;184.5;235.6;255.3;32.1;5;;;;530.6;216.6;240.6;0;157.1;61.1
2338N1213757W;266.1;115.4;150.7;168.5;0;0;;;;324.1;115.4;150.7;0;151.7;16.9
2238N0863821T;;;;;;;;;;;;;;;
"Rue Marguerite Rozand""";;;;;;;1413386.2;;;;;;;;
2338N2439272B;827.1;618.5;133.1;;;;;;;827.1;618.5;133.1;0;57.5;18
2138N0656211S;536;352;116;;;;;;;536;352;116;0;41;3
2138N0855256H;601;409;120;;;;;;;601;409;120;0;45;11
2338N3027845M;402.2;232.6;169.6;176;8.5;4.6;;;;486.1;241;174.2;0;130.3;32.6
2138N0753252B;641.9;346.6;295.3;198.1;3.8;2.5;;;;721.4;350.4;297.8;0;171.7;20.2
2338N0336400J;476.1;143.1;155.6;;;;;;;351.1;143.1;155.6;0;158.7;18.7
2138N0729051G;1261;891;370;230;8;8;;;;1491;899;378;0;140;25
2338N0790980F;222.9;0;222.9;309.2;196.4;0;;;;461.1;196.4;222.9;0;87.7;25.1
2138N0266144D;;;;;;;;;;;;;;;
250;;;;;;;;;;;;;;;
2338N2192438L;338.3;170.4;167.9;91.1;0;0;;;;389.4;170.4;167.9;0;91.1;0
2238N1932661Z;583;404.6;178.3;159.1;6.5;2.7;;;;645.9;411.1;181;0;149.9;0
2338N1744836Z;632;458;121;;;;;;;632;458;121;0;35;0
2138N0756020N;330.8;98.2;189.9;330.8;98.2;189.9;;;;330.8;98.2;189.9;0;23.7;19
2338N0992174L;537.9;320.8;217.2;80.1;29.9;3;;;;618;350.7;220.2;0;29.2;17.9
2238N1070707X;129;63.5;65.6;54.1;0;0;;;;149.4;63.5;65.6;0;40.6;13.5
2138N0773469Q;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2338N1981452P;301.3;151.7;149.6;116.2;3.4;4;;;;342.1;155.2;153.7;0;108.7;0
2238N0906368E;400.2;228.1;112.1;;;;;;;400.2;228.1;112.1;0;36;24
2238N1449256M;196.4;46.2;150.2;137.5;0;0;;;;340.4;46.2;150.2;0;129.8;7.6
2238N1330889X;461.3;301;160.3;132.9;0;0;;;;511.9;301;160.3;0;124.6;8.3
2238N0131389H;437;234.4;202.6;233.1;0;0;;;;516.4;234.4;202.6;0;198.1;35
2138N0894462F;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N1618822G;204;122;82;342.7;4.5;2.8;;;;317.4;126.4;84.8;0;183;152.5
2138N1042956N;261.6;95.5;166.1;90.6;0;0;;;;293.7;95.5;166.1;0;80.6;10.1
2238N1366909H;575.5;411.3;164.3;90.4;6.1;3.7;0;0;0;728.6;462.6;186;0;50;30
2138N0858584H;551.5;386.8;164.6;180.5;0;0;;;;627.1;386.9;164.6;0;170.5;10
2238N0654288U;80.9;0;80.9;197.1;197.1;0;420.3;116.4;0;500.1;313.5;80.9;0;218.8;85.1
2438N2018160M;568;406;94;;;;;;;568;406;94;0;42;5
2338N2388190J;619.4;411.7;160.1;619.4;411.7;160.1;;;;619.4;411.7;160.1;0;34.6;13
2438N0284174S;506;283;113;;;;;;;506;283;113;60;50;0
2438N2501870S;612;249;207;;;;;;;612;249;207;23;78;55
2238N0578795F;502.2;311.3;190.9;274.6;99.6;0;;;;671.6;410.9;190.9;0;175;0
2138N0345830Z;516.4;310.1;206.3;59.9;8;5.9;;;;589.8;318.1;212.2;0;46;0
2238N2229359L;560;396.4;163.5;183.9;0;0;;;;632.9;396.4;163.5;0;174.2;9.7
2338N3958838X;210.2;132.3;77.9;107.4;0;0;;;;266.6;132.3;77.9;0;100.6;6.7
2238N1456898K;349;200.3;148.7;93;0;0;;;;381.6;200.3;148.7;0;93;0
2138N0773625Q;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2238N0772485V;400.3;400.3;0;155;0;0;;;;463.8;400.3;0;0;145.9;9.1
2238N0438739L;302.6;162.5;140.1;170.8;0;0;;;;363.1;162.5;140.1;0;151.8;19
2238N0453923L;491;305;119;;;;;;;491;305;119;0;49;3
2338N3020265Y;389.4;211.4;108.5;;;;;;;389.4;211.4;108.5;0;47.3;22.3
2438N1606205B;167;167;0;138.1;0;0;;;;217.6;167;0;0;138.1;0
2338N1707040H;413.7;232.9;180.8;70.9;17.5;0.7;;;;484.7;250.4;181.6;0;33.2;19.4
2238N2109838M;744.1;196.4;443.5;;;;;;;676.9;196.4;443.5;0;104.2;0
2138N0894195Y;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2435N1391054X;373;177;131;;;;;;;373;177;131;0;40;2
2138N0474873E;656;355;201;;;;;;;656;355;201;0;62;38
2338N2178152Z;245;245;0;400;211;189;114;21;0;759;477;189;0;55;17
2338N1213740F;209.7;90.9;118.7;132.8;0;0;;;;255.3;90.9;118.8;0;119.5;13.3
2338N1774609C;540;340;106;;;;;;;540;340;106;0;60;11
2338N3466334L;478.6;288.3;190.3;188.7;0;0;;;;544.3;288.3;190.3;0;169.8;18.9
2238N1449136W;214.4;66;148.4;140.6;0;0;;;;354.8;66;148.4;0;132.8;7.8
