numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2438N2217440C;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2338N0006552X;Rue du Dauphiné Lot B 38550 Sablons;;Rue du Dauphiné;Sablons;38550;38349;38;84;38349_0090;838930.22;6470825.4;adresse géocodée ban à l'adresse;Rue du Dauphiné Lot B;Sablons;38550
2338N0549414F;Chemin du Charmas 38760 Saint-Paul-de-Varces;;Chemin du Charmas;Saint-Paul-de-Varces;38760;38436;38;84;38436_0026;908762.62;6444283.01;adresse géocodée ban à l'adresse;Chemin du Charmas;SAINT-PAUL-DE-VARCES;38760
2238N2279562I;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet B;;
"Le Bourg""";;3435.5;49;1593.6;1414.1;0;350.1;77.8;3145.1;45;1555.8;0;152.2;33.8;678.7
2138N0879309K;L’Etang 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_ruows0;873592.4;6504791.76;adresse géocodée ban à l'adresse;de L’Etang;L'ISLE-D'ABEAU;38080
2238N0977671P;Route du Petit Bois 38140 Saint-Blaise-du-Buis;;Route du Petit Bois;Saint-Blaise-du-Buis;38140;38368;38;84;38368_0140;897001.4;6478507.99;adresse non géocodée ban car aucune correspondance trouvée;Route du Petit Bois - Lieu-dit Le Village;SAINT-BLAISE-DU-BUIS;38140
2238N3030421N;Allee Chantournes 38920 Crolles;;;Crolles;38920;38140;38;84;38140_0179;926450.39;6468584.51;adresse géocodée ban à l'adresse;GROUPE 16038;;
ILOT OUEST;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;6654.9;72;3422.6;2470.4;0;393.2;368.7;6210.3;67;3408.7;0;171;160.3;199
2238N1312759P;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N1299161P;Chemin de l’Epinette 38580 Allevard;;Chemin de l’Epinette;Allevard;38580;38006;38;84;38006_0115;941125.69;6483129.13;adresse non géocodée ban car aucune correspondance trouvée;chemin de l'Epinette Le clos de la Ratz - N°8;ALLEVARD;38580
2238N2007556O;Rue des Tilleuls 38550 Le Péage-de-Roussillon;;Rue des Tilleuls;Le Péage-de-Roussillon;38550;38298;38;84;38298_0727;840017.17;6476686.3;adresse non géocodée ban car aucune correspondance trouvée;9 des Tilleuls;LE PEAGE-DE-ROUSSILLON;38550
2238N1635024K;38 Avenue Hector Berlioz 38260 La Côte-Saint-André;38;Avenue Hector Berlioz;La Côte-Saint-André;38260;38130;38;84;38130_0300_00038;877068.48;6478602.41;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue Hector Berlioz;LA COTE-SAINT-ANDRE;38260
2238N2664616C;Rue Jean Jaurès 38170 Seyssinet-Pariset;;Rue Jean Jaurès;Seyssinet-Pariset;38170;38485;38;84;38485_0420;911657.78;6457315.49;adresse non géocodée ban car aucune correspondance trouvée;41 Jean Jaurès;SEYSSINET-PARISET;38170
2238N1618828M;Crolles;;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920;38140;38;84;38140;925972.36;6469045.9;adresse géocodée ban à l'adresse;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2238N0147065F;Impasse du Cervin 38500 Voiron;;Impasse du Cervin;Voiron;38500;38563;38;84;38563_0277;902381.21;6478458.23;adresse non géocodée ban car aucune correspondance trouvée;impasse du cervin;VOIRON;38500
2138N0855306F;Rue des Rampeaux 38850 Chirens;;Rue des Rampeaux;Chirens;38850;38105;38;84;38105_1050;899851.83;6482434.41;adresse non géocodée ban car aucune correspondance trouvée;LE DOMAINE DES RAMPEAUX - N°21;CHIRENS;38850
2238N0660320U;Rue du Navan 38110 Dolomieu;;Rue du Navan;Dolomieu;38110;38148;38;84;38148_0581;894907.9;6504420.79;adresse non géocodée ban car aucune correspondance trouvée;CLOS DU NAVAN;DOLOMIEU;38110
2238N0754518U;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;915821.64;6453561.95;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N1217410I;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2138N0911651I;Rue Louis Latard 38150 Roussillon;;Rue Louis Latard;Roussillon;38150;38344;38;84;38344_0665;842124.44;6477140.87;adresse non géocodée ban car aucune correspondance trouvée;LOTISSEMENT LES ARNAUDES - N°7 38 RUE LOUIS LATARD;ROUSSILLON;38150
2230N2495246O;route nationale 90 38660 La Terrasse;;route nationale 90;La Terrasse;38660;38503;38;84;38503_o8hwi5;929565.27;6473330.46;adresse non géocodée ban car aucune correspondance trouvée;Les Terrasses du Moulin - Lot 31;LA CALMETTE;30190
2238N2641860W;8 Rue Joseph-françois Girot 38000 Grenoble;8;Rue Joseph-françois Girot;Grenoble;38000;38185;38;84;38185_3985_00008;915290.7;6458970.71;adresse géocodée ban à l'adresse;GREEN ISLAND;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;;;;;;;;;;;
"Girot""";;3137.1;151;2564.7;405.4;0;97.9;69.1;1364;65;1115.1;0;42.6;30;104.4
2238N2938179T;Chemin des Brosses 38110 Sainte-Blandine;;;Sainte-Blandine;38110;38369;38;84;38369_0039;890772.8;6496639.3;adresse géocodée ban à l'adresse;Chemin des Brosses;SAINTE-BLANDINE;38110
2438N3951351Z;7 Impasse Edmond Abraham 38230 Pont-de-Chéruy;7;Impasse Edmond Abraham;Pont-de-Chéruy;38230;38316;38;84;38316_ob2j5a_00007;868778.21;6520143.29;adresse géocodée ban à l'adresse;7 impasse Edmond Abraham;PONT-DE-CHÉRUY;38230
2438N1562354M;546 Impasse Jacques Brel 38920 Crolles;546;Impasse Jacques Brel;Crolles;38920;38140;38;84;38140_0292_00546;925828;6468399.06;adresse non géocodée ban car aucune correspondance trouvée;546 RUE JACQUES BREL;CROLLES;38920
2238N3025152W;Rue Alfred Buttin 38140 Rives;;;Rives;38140;38337;38;84;38337_0020;895945.42;6475139.05;adresse géocodée ban à l'adresse;Rue Alfred Buttin;RIVES;38140
2338N2220517K;Rue de la Cotinière 38920 Crolles;;Rue de la Cotinière;Crolles;38920;38140;38;84;38140_0208;926073.08;6469552.89;adresse géocodée ban à l'adresse;Résidence Mosaïque, éco quartier secteur 2- ilot 4;CROLLES, France;38920
2138N0405019M;Route de Cancanne 38780 Pont-Évêque;;;Pont-Évêque;38780;38318;38;84;38318_0015;848597.19;6494553.65;adresse non géocodée ban car aucune correspondance trouvée;Route de Cancanne;PONT-EVEQUE;38780
2138N0893850R;Avenue de la Muzelle (Mont-de-Lans) 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38253_0020;946035.47;6439892.01;adresse géocodée ban à l'adresse;Résidence La Restanque ;;
"Avenue de la Muzelle""";;7839.8;131;5483.9;1746.9;0;345.1;263.9;6944.9;116;4933.2;0;150;114.7;852
2138N0772559Q;Rue Gay 38400 Saint-Martin-d'Hères;;Rue Gay;Saint-Martin-d'Hères;38400;38421;38;84;38421_0340;915949.74;6457478.21;adresse non géocodée ban car aucune correspondance trouvée;L'EQUALIS;;
"Rue Gay""";;4856.9;58;2584.6;1679.4;0;375.5;217.4;4509.3;54;2575.9;0;163.3;94.5;980.9
2338N2564880D;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;908746.14;6459887.91;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2238N1491239F;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;877742.44;6501316.03;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2338N0513940V;2 Rue du Muret 38320 Eybens;2;Rue du Muret;Eybens;38320;38158;38;84;38158_0180_00002;915999.6;6454099.44;adresse géocodée ban à l'adresse;Résidence NEPTUNE;;
"2 Rue du Muret""";;5273.5;75;2712.6;1969.2;0;355;236.7;4917.4;70;2701.5;0;154.4;102.9;1072.5
2338N2276353Y;Chemin du Moriot 38490 Le Passage;;Chemin du Moriot;Le Passage;38490;38296;38;84;38296_0140;895485.09;6495385.42;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Moriot;Le Passage;38490
2238N2332979V;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902620;6478510.18;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;VOIRON;38500
2438N1482696S;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2238N0333037Z;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;909502.42;6441213.05;adresse non géocodée ban car aucune correspondance trouvée;49 Avenue Général de Gaulle;VIF;38450
2238N2333006W;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902620;6478510.18;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;VOIRON;38500
2238N0968250G;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912335.78;6459603.62;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2238N0773705T;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N1635037X;38 Avenue Hector Berlioz 38260 La Côte-Saint-André;38;Avenue Hector Berlioz;La Côte-Saint-André;38260;38130;38;84;38130_0300_00038;877068.48;6478602.41;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue Hector Berlioz;LA COTE-SAINT-ANDRE;38260
2238N1456895H;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;910285.19;6454144.3;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2238N0147103R;Rue Ernest Hareux 38000 Grenoble;;Rue Ernest Hareux;Grenoble;38000;38185;38;84;38185_2570;912908.92;6459291.36;adresse non géocodée ban car aucune correspondance trouvée;Rue Ernest Hareux;Grenoble;38000
2338N2559891G;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;908746.14;6459887.91;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2238N2855356G;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;915988.51;6457233.74;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2238N3151949R;Rue des Epyes 38790 Charantonnay;;Rue des Epyes;Charantonnay;38790;38081;38;84;38081_0022;864992.5;6495135.77;adresse non géocodée ban car aucune correspondance trouvée;Rue des Epyes;CHARANTONNAY;38790
2138N0773565I;Rue Gay 38400 Saint-Martin-d'Hères;;Rue Gay;Saint-Martin-d'Hères;38400;38421;38;84;38421_0340;915949.74;6457478.21;adresse non géocodée ban car aucune correspondance trouvée;L'EQUALIS;;
"Rue Gay""";;4427.2;63;2288.6;1603.5;0;317.7;217.4;4113.8;58;2281.3;0;138.1;94.5;895.3
2238N1394022C;2 Rue de l'Atlas 38130 Échirolles;2;Rue de l'Atlas;Échirolles;38130;38151;38;84;38151_0048_00002;912017.5;6453731;adresse géocodée ban à l'adresse;2 rue de l'ATLAS;ECHIROLLES, France;38130
2138N0692270P;Rue des Alpes 38420 Domène;;Rue des Alpes;Domène;38420;38150;38;84;38150_0040;922162.55;6459477.99;adresse non géocodée ban car aucune correspondance trouvée;RUE DES ALPES;DOMENE;38420
2238N1217460G;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2338N2088101M;3 Rue de l'Avenir 38320 Eybens;3;Rue de l'Avenir;Eybens;38320;38158;38;84;38158_0350_00003;915379.2;6455520.41;adresse non géocodée ban car aucune correspondance trouvée;3 Rue de l'avenir;Eybens;38320
2338N0799160V;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N0580527V;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;841148.74;6499080.71;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2338N0732960R;Chemin de Montbernier 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0608;879265.81;6503122.59;adresse géocodée ban à l'adresse;Chemin du Grasset, Montbernier;BOURGOIN-JALLIEU;38300
2338N0145767I;85 Allee du Parc 38920 Crolles;85;Allee du Parc;Crolles;38920;38140;38;84;38140_0497_00085;926284.44;6468378.96;adresse non géocodée ban car aucune correspondance trouvée;85 allée du parc;CROLLES;38921
2238N0533640M;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;910653.14;6446724.61;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2238N0737980S;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;915821.64;6453561.95;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2338N0884841G;47 Boulevard du Guillon 38500 Voiron;47;Boulevard du Guillon;Voiron;38500;38563;38;84;38563_0740_00047;903481.2;6477062.31;adresse non géocodée ban car aucune correspondance trouvée;35 et 47 Boulevard du Guillon;Voiron;38500
2238N3079779X;14 Rue des Bergeronnettes 38100 Grenoble;14;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901_00014;914372.18;6455774.55;adresse non géocodée ban car aucune correspondance trouvée;10-12-14 rue des bergeronnettes;GRENOBLE;38100
2138N0367135K;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;874542.75;6504331.39;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2138N0197284R;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;883928.84;6507053.34;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;4135.8;68;1702;1622;0;261;550.9;3676.9;60;1702;0;113.5;239.5;777.7
2238N1086542Y;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;932602.22;6467794.84;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
ZAC DES 7 LAUX;;;;;;;;;;;;;;;
"SITE DE PRAPOUTEL""";;4778.3;114;2818.8;1580.4;0;164.3;214.8;4564;109;2818.8;0;71.4;93.4;1009.5
2238N1642100O;Vaulnaveys-le-Bas;;;Vaulnaveys-le-Bas;38410;38528;38;84;38528;921530.82;6448991.91;adresse non géocodée ban car aucune correspondance trouvée;Secteur coeur de bourg;Vaulnaveys le bas;38410
2238N0987325X;Route Nationale 1085 38300 Nivolas-Vermelle;;;Nivolas-Vermelle;38300;38276;38;84;38276_0370;879675.88;6498621.46;adresse géocodée ban à l'adresse;50, route Nationale 85;NIVOLAS-VERMELLE;38300
2338N1036296L;Montée du Champ de la Vigne 38420 Murianette;;Montée du Champ de la Vigne;Murianette;38420;38271;38;84;38271_0046;921278.52;6458618.66;adresse non géocodée ban car aucune correspondance trouvée;Montée du champ de vigne;MURIANETTE;38420
2238N0965234G;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912335.78;6459603.62;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2374N3194237O;144 Route du Lambert 38730 Valencogne;144;Route du Lambert;Valencogne;38730;38520;38;84;38520_0100_00144;898244.38;6490905.51;adresse géocodée ban à l'adresse;ZAC DU CRET D'ESTY;CHAVANOD;74650
2338N0883424T;57 Impasse de la Poyat 38150 Salaise-sur-Sanne;57;Impasse de la Poyat;Salaise-sur-Sanne;38150;38468;38;84;38468_0344_00057;842115.54;6472763.02;adresse non géocodée ban car aucune correspondance trouvée;de la poyat;SALAISE-SUR-SANNE;38150
2238N1312809N;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2338N3852821I;17 Rue Marbeuf 38100 Grenoble;17;Rue Marbeuf;Grenoble;38100;38185;38;84;38185_4680_00017;912643.04;6456896.6;adresse non géocodée ban car aucune correspondance trouvée;17 RUE MARBEUF;GRENOBLE;38000
2138N0755965K;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;877182.83;6502039.48;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2238N1618856O;Crolles;;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920;38140;38;84;38140;925972.36;6469045.9;adresse géocodée ban à l'adresse;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2238N0547116U;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2238N3117653P;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N2664112S;Route de Charrières Neuves 38420 Revel;;Route de Charrières Neuves;Revel;38420;38334;38;84;38334_0140;926369.07;6458109.6;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit Charrière neuve;REVEL;38420
2138N0578837U;Rue des Ecoles 38090 Vaulx-Milieu;;Rue des Ecoles;Vaulx-Milieu;38090;38530;38;84;38530_0052;870175.95;6503901.75;adresse non géocodée ban car aucune correspondance trouvée;Rue des Ecoles - Rue Centrale;VAULX MILIEU;38090
2238N0629250U;Chemin du Bouvier 38500 Coublevie;;;Coublevie;38500;38133;38;84;38133_0210;906041.58;6476888.48;adresse géocodée ban à l'adresse;Chemin du Bouvier;COUBLEVIE;38500
2238N1018379H;Rue du 19 Mars 1962 38800 Le Pont-de-Claix;;Rue du 19 mars 1962;Le Pont-de-Claix;38800;38317;38;84;38317_0124;912066.51;6452550.41;adresse géocodée ban à l'adresse;Rue du 19 mars 1962;Le Pont-de-Claix;38800
2238N2730794K;Rue des Bergeronnettes 38100 Grenoble;;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901;914389.91;6455762.05;adresse non géocodée ban car aucune correspondance trouvée;Rue des bergeronnettes;GRENOBLE;38100
2338N2415241U;Rue Voltaire 38400 Saint-Martin-d'Hères;;Rue Voltaire;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;916330.97;6456408.67;adresse non géocodée ban car aucune correspondance trouvée;LA PLAINE VOLTAIRE;SAINT-MARTIN-D'HERES;38400
2238N0236163B;La Poterie 38780 Oytier-Saint-Oblas;;La Poterie;Oytier-Saint-Oblas;38780;38288;38;84;38288_dw5ree;858364.53;6497400.69;adresse non géocodée ban car aucune correspondance trouvée;Lieudit La Poterie;OYTIER ST OBLAS;38780
2238N1639460A;Lotissement les Rivoires 38140 Charnècles;;;Charnècles;38140;38084;38;84;38084_A200;898090.55;6475349.99;adresse géocodée ban à l'adresse;"Lotissement "" Le Quartier des Prés "" N°20";CHARNÈCLES, France;38140
2338N4400114B;Route de Vernioz 38138 Les Côtes-d'Arey;;Route de Vernioz;Les Côtes-d'Arey;38138;38131;38;84;38131_0285;846118.33;6485576.92;adresse non géocodée ban car aucune correspondance trouvée;route de Vernioz;LES COTES-D'AREY;38138
2338N3212862N;Chemin de la Gare 38134 Saint-Joseph-de-Rivière;;Chemin de la Gare;Saint-Joseph-de-Rivière;38134;38405;38;84;38405_0150;911163.53;6478621.87;adresse non géocodée ban car aucune correspondance trouvée;Chemin de la Gare;SAINT-JOSEPH-DE-RIVIÈRE;38134
